from_planet,to_planet
Gigor,Nicht Ka
Giju,Vindalia
Giju,Cilpar
Giju,Diamal
Giju,Bestine
Giju,Ghorman
Gilatter,Sinton
Gilatter,Ansion
Gilatter,Kalaan
Gilatter,Dankayo
Gizer,Donovia
Gizer,Pirin
Gizer,Contruum
Gizer,Lantillies
Glade,Kli'aar
Glade,Wetyin's Colony
Glade,Vaal
Glee Anselm,Mondress
Glee Anselm,Vaced
Glee Anselm,Ord Varee
Glee Anselm,Dankayo
Glithnos,Vuma
Glithnos,Demophon
Glithnos,Fedalle
Glom Tho,Roxuli
Glom Tho,Mondress
Glom Tho,Celdaru
Glom Tho,Dankayo
Glottal,Droxu
Glottal,Nadiem
Glottal,Aduba
Glottal,Teth
Golden Nyss,Yinchorr
Golden Nyss,Datar
Golden Nyss,Shili
Golden Nyss,Per Lupelo
Gonmore,Ord Tessebok
Gonmore,Obredaan
Gonmore,Lonnaw
Gonmore,Nessem
Goorla,Sacorria
Goorla,Corellia
Goorla,Rydonni Prime
Gorno,Huldamun
Gorno,Vasch
Gorno,Sirpar
Goroth,Pii
Goroth,Austan
Goroth,Milarian
Gorse,Virujansi
Gorse,Mattri
Gorse,Zeltros
Gorsh,Gulma
Gorsh,Soullex
Gorsh,Maltha Obex
Gorsh,Tantive
Gos Hutta,Kor Oktanivii
Gos Hutta,Kor Usilic
Gos Hutta,Kor Desilijic
Gos Hutta,Nar Bo Sholla
Grakouine,Lahsbane
Grakouine,Ord Pardron
Grakouine,Koiogra
Grandine,Hok
Grandine,Kattada
Grandine,Parkis
Gravan Seven,Thisspias
Gravan Seven,Korda Six
Gravan Seven,Von-Alai
Gravan Seven,Paonid
Gravlex Med,Shusugaunt
Gravlex Med,Anx Minor
Gravlex Med,Kesmere
Gravlex Med,Celanon
Gree,Astion
Gree,Plesstil
Gree,Veragi
Gree,Hynah
Grizmallt,Utrost
Grizmallt,Alsakan
Grizmallt,Anaxes
Gromas,Trancret
Gromas,Indu San
Gromas,Gala
Groth,Kor Gejalli
Groth,Kor Desilijic
Groth,Kor Jiramma
Groth,Zisia
Guiteica,Kalee
Guiteica,Huk
Guiteica,Ord Thoden
Gulma,Soullex
Gulma,Oricon
Gulma,Eol Sha
Gulma,Tantive
Gulvitch,Vallusk Cluster
Gulvitch,Bronsoon
Gulvitch,Arkuda
Gwori,Fodro
Gwori,Malestrom Nebula
Gwori,Ord Trasi
Gwori,Draria
Gyndine,Truuine
Gyndine,Fabrin
Gyndine,Reytha
Gyndine,Antar
H'ratth,Pavo Prime
H'ratth,Resht
H'ratth,Xobome
H'ratth,Uquine
Habassa,Radnor
Habassa,Retep
Habassa,Herdessa
Had Abbadon,Aton
Had Abbadon,Dremulae
Had Abbadon,Cambria
Had Abbadon,Vuma
Hakassi,Ebaq
Hakassi,Ottabesk
Hakassi,Ojom
Hakassi,Rehemsa
Halm,Takodana
Halm,Tashtor Seneca
Halm,Har Binande
Halm,Petabys Station
Halm,Chalcedon
Halmad,Bandomeer
Halmad,Dathomir
Halmad,Harloen
Halmad,Botajef
Handooine,Kile
Handooine,Jabiim
Handooine,Sy Myrth
Hapes,Harterra
Hapes,Ut
Hapes,Arabanth
Hapes,Orelon
Har Binande,Noe'ha'on
Har Binande,Natalon
Har Binande,Halm
Har Binande,Calonica
Harloen,Vanqor
Harloen,Botajef
Harloen,Bandomeer
Harrin,Sukkult
Harrin,Yag'Dhul
Harrin,Moorja
Harterra,Ut
Harterra,Selab
Harterra,Jovaria
Harterra,Orelon
Haruun Kal,Vogel
Haruun Kal,Kath
Haruun Kal,Chryya
Haseria,Falleen
Haseria,Linura
Haseria,Druckenwell
Haseria,Monastery
Hast,Damendine
Hast,Zigoola
Hast,Munto Codru
Haverling,Malestrom Nebula
Haverling,Aris
Haverling,Morishim
Haverling,Draria
Havricus,Aquilae
Havricus,Iseno
Havricus,Pencael
Heffrin,Vasch
Heffrin,Khubeaie
Heffrin,Mika
Heffrin,Najiba
Helska,Sernpidal
Helska,Revyia
Helska,Plesstil
Helska,Simpla
Hemei,Karvoss
Hemei,Chamm
Hemei,Shumogi
Hemei,Nubia
Hensara,Cato Neimoidia
Hensara,Vladet
Hensara,Talasea
Heptalia,Vaklin
Heptalia,Dargulli
Heptalia,Borao
Heptalia,Shibric
Herdessa,Habassa
Herdessa,Retep
Herdessa,Milarian
Herdessa,Mon Gazza
Herdessa,Radnor
Herzob,Exodeen
Herzob,Boudolayz
Herzob,Besnia
Hestria,Simoom
Hestria,Kedorzha
Hestria,Angratha
Hestria,Ossel
Hethar,Markbee's Star
Hethar,Nam'ta
Hethar,Generis
Hethar,Corsin
Hewett,Genassa
Hewett,Djurmo
Hewett,Er'Kit
Hewett,Corsin
High Chunah,Kumru
High Chunah,Aztubek
High Chunah,Kirtarkin
Hiit,Fibuli
Hiit,Perin
Hiit,Brochiib
Hiit,Bosthirda
Hijado,Drackmar
Hijado,Celanon
Hijado,Botajef
Hijarna,Joiol
Hijarna,Poderis
Hijarna,Vurdon Ka
Hijo,Dorin
Hijo,Belassar
Hijo,Soun
Hijo,Dankayo
Hillindor,Aleen
Hillindor,Affa
Hillindor,Quarzite
Hillindor,Atzerri
Hilo,Iktotchon
Hilo,Aridus
Hilo,Charra
Hinakuu,Buchich
Hinakuu,Lothal
Hinakuu,Krinemonen
Hinakuu,Pinperu
Hirsi,Quaensan Prime
Hirsi,Porchello
Hirsi,Elbara
Hirsi,Riflor
Hishyim,Kamino
Hishyim,Dennaskar
Hishyim,Rishi
Hjaff,Inysh
Hjaff,Zardossa Stix
Hjaff,Kitel Phard
Hjaff,Kelada
Hok,Kloper
Hok,Corroth
Hok,Dakshee
Hok,Castell
Holess,Manda
Holess,Zygia
Holess,Boranda
Hollastin,Aylayl
Hollastin,Affavan
Hollastin,Rorak
Hollastin,Circumtore
Honoghr,Aeneid
Honoghr,Kessel
Honoghr,Little Kessel
Horuz,Nam'ta
Horuz,Mantooine
Horuz,Markbee's Star
Horuz,Corsin
Hosko,Orondia
Hosko,Du Hutta
Hosko,Varl
Hosko,Circumtore
Hosnian Prime,Chasin
Hosnian Prime,Gandeal
Hosnian Prime,Condular
Hosrel,Trammis
Hosrel,Paulking
Hosrel,ThonBoka
Hosrel,Drualkiin
Hoth,Mataou
Hoth,Anoat
Hoth,Ison
Houche,Bunduki
Houche,Rattatak
Houche,Firrerre
Houche,Zorbia
Hovan,Simoom
Hovan,Serat
Hovan,Boro-borosa
Hovan,Ossel
Hoylin,Deneba
Hoylin,Aikhibba
Hoylin,Beris
Huk,Tovarskl
Huk,Kalee
Huk,Guiteica
Huk,Nessem
Huldamun,Sirpar
Huldamun,Issor
Huldamun,Najiba
Hull's Star,Brosl
Hull's Star,Abo Dreth
Hull's Star,Farana
Hull's Star,Makem Te
Huloon,Kor Anjiliac
Huloon,Kor Desilijic
Huloon,Kor Jiramma
Huloon,Zisia
Humbarine,Seyugi
Humbarine,Mawan
Humbarine,Pria
Hutlar,Anturus
Hutlar,Nars
Hutlar,Fengrine
Hutlar,Ossel
Hyabb,Voom
Hyabb,Dachat
Hyabb,Pantolomin
Hyabb,Metellos
Hynah,Feswe Prime
Hynah,Simpla
Hynah,Sorrus
Hypori,Siskeen
Hypori,Piroket
Hypori,Koiogra
Iast,Vassek
Iast,Porchello
Iast,Lorta
Ibanjji,Lorrd
Ibanjji,Ereesus
Ibanjji,Kol Huro
Ibanjji,Simpla
Ichtor,Balis-Baurgh
Ichtor,Barcaria
Ichtor,D'rinba
Ichtor,Kriselist
Iego,Cophrigin
Iego,Agon
Iego,OHS1782-03
Iego,Minntooine
Ifmix,Belnar
Ifmix,Yabol Opa
Ifmix,Shulstine
Iktotchon,Allanteen
Iktotchon,Tarmidia
Iktotchon,Aridus
Iliabath,Nfolgai
Iliabath,Krayiss
Iliabath,Svolten
Iliabath,Bosthirda
Illarreen,Excarga
Illarreen,Rothana
Illarreen,Pzob
Illarreen,Lyran
Illodia,Zenox Cluster
Illodia,Cuvacia
Illodia,Omar
Illodia,Kelada
Illoud,Donovia
Illoud,Valgauth
Illoud,Pirin
Ilos,Nar Kreeta
Ilos,Chalacta
Ilos,Ilos Minor
Ilos Minor,Nimban
Ilos Minor,Tal Nami
Ilos Minor,Ilos
Ilos Minor,Nar Kreeta
Ilum,Pesfavri
Ilum,Utegetu Nebula
Ilum,The Redoubt
Ilum,Metellos
Immalia,Yinchorr
Immalia,Ord Lithone
Immalia,Mayvitch
Immalia,Champala
Imynusoph,Terminus
Imynusoph,Zonju
Imynusoph,Delrakkin
Imynusoph,Rutan
Indellian,Varonat
Indellian,Gerrenthum
Indellian,Bendeluum
Indobok,Monor
Indobok,Triffis
Indobok,Bannistar Station
Indu San,Trancret
Indu San,Gromas
Indu San,Gala
Indupar,Vondarc
Indupar,Tshindral
Indupar,Medth
Indupar,Darkknell
Ingo,Zchtek
Ingo,Wobani
Ingo,Kalkovak
Ingo,Sy Myrth
Inysh,Questal
Inysh,Kitel Phard
Inysh,Hjaff
Inysh,Kelada
Ione,Ison
Ione,Zhanox
Ione,Mataou
Iore,Starswarm Cluster
Iore,Kuar
Iore,Jerrilek
Iore,Ruan
Iotra,Terman
Iotra,Vaathkree
Iotra,Lant
Iphigin,Vindalia
Iphigin,Diamal
Iphigin,Frego
Iphigin,Kelada
Iridium,Fedje
Iridium,Fest
Iridium,Vuchelle
Iridium,Corsin
Iridonia,Fornax
Iridonia,Valrar
Iridonia,Uba
Iridonia,Per Lupelo
Iridonia,Ord Cantrell
Irith,Kor Hunamma
Irith,Kor Utoradii
Irith,Nar Bo Sholla
Isde Naha,Ozu
Isde Naha,Bettel
Isde Naha,Anantapar
Isde Naha,Togominda
Iseno,Gendrah-Narvin
Iseno,Denon
Iseno,Havricus
Ishanna,Mimban
Ishanna,Reytha
Ishanna,Fabrin
Isiring,Spefik
Isiring,New Bakstre
Isiring,Kalki Nebula
Isiring,Draria
Isis,Tokmia
Isis,Burnin Konn
Isis,Anantapar
Iskalon,Goroth
Iskalon,Pii
Iskalon,Milarian
Ison,Anantapar
Ison,Mataou
Ison,Hoth
Issagra,R'alla
Issagra,Erysthes
Issagra,Rampa
Issagra,Makem Te
Issor,Huldamun
Issor,New Ator
Issor,Arkanis
Issor,Najiba
Itani,Chardaan
Itani,Shibric
Itani,Babbadod
Ithor,Noonar
Ithor,Genassa
Ithor,Urce
Ithor,Draria
Ithull,Ambria
Ithull,Taboon
Ithull,Merson
Ixtlar,Aargau
Ixtlar,Yulant
Ixtlar,Wukkar
J't'p'tan,Pollillus
J't'p'tan,N'Zoth
J't'p'tan,Galantos
J't'p'tan,Metellos
Jabiim,Komnor
Jabiim,Handooine
Jabiim,Taskeed
Jabiim,Sy Myrth
Jaciprus,Samaria
Jaciprus,Bellassa
Jaciprus,Voktunma
Jaemus,Bescane
Jaemus,Muunilinst
Jaemus,Varvrona
Jaemus,Draria
Jagomir,Odacer-Faustin
Jagomir,Corbos
Jagomir,Thule
Jagomir,Nicht Ka
Jaguada,Ashas Ree
Jaguada,Dromund Kaas
Jaguada,Rhelg
Jaguada,Bosthirda
Jakku,Zardossa Stix
Jakku,Jedha
Jakku,Mindabaal
Jakku,Chalcedon
Jalarren,Port Evokk
Jalarren,Antiquity
Jalarren,Voorsbain
Jalarren,Ossel
Jaminere,Voss
Jaminere,Corlass
Jaminere,Argai
Jaminere,Amarin
Jamiron,Rentor
Jamiron,Sposia
Jamiron,Csilla
Jamiron,Metellos
JanFathal,Ord Cantrell
JanFathal,Wistril
JanFathal,Ord Canfre
JanFathal,Nessem
Janara,Kiffu
Janara,Pitrolea
Janara,Ketal
Janara,Renillis
Jandur,Korbin
Jandur,Tasariq
Jandur,Walalla
Jandur,New Balosar
Janodral Mizar,Makem Te
Janodral Mizar,Kanaver
Janodral Mizar,Sembla
Janodral Mizar,Endregaad
Jarnollen,Balnab
Jarnollen,Qiilure
Jarnollen,Anobis
Jarnollen,Per Lupelo
Jatir,Teardrop
Jatir,Corann
Jatir,Delle
Javin,Cargamalis
Javin,Mugaar
Javin,Aztubek
Jazbina,Ejolus
Jazbina,Adin
Jazbina,Draria
Jedha,Zonama Sekot
Jedha,Jakku
Jedha,Rakata Prime
Jelucan,Doniphon
Jelucan,Telos
Jelucan,Ferro
Jelucan,Tantive
Jendorn,Thisspias
Jendorn,Alpheridies
Jendorn,Tierfon
Jendorn,Gravan Seven
Jerne,Bimmiel
Jerne,Argazda
Jerne,Ereesus
Jerne,Sorrus
Jerrilek,Iore
Jerrilek,Spira
Jerrilek,Ruan
Jerrist,Saclas
Jerrist,Duroon
Jerrist,Tirsa
Jerrist,Syngia
Jestan,Walinor
Jestan,Nessem
Jestan,Kidriff
Jeyell,Rearqu Cluster
Jeyell,Gavryn
Jeyell,Roche
Jilrua,Toydaria
Jilrua,Kleeva
Jilrua,Ganath
Jilrua,Tol Amn
Jiroch,Rrulinn
Jiroch,Quamar
Jiroch,Dalisor
Jiroch,Cargamalis
Jodaka,Divora
Jodaka,Nantuker
Jodaka,Stalsinek
Jodaka,Andalia
Joiol,Poderis
Joiol,Hijarna
Joiol,Vurdon Ka
Joiol,Chazwa
Jomark,Trogan
Jomark,Budpock
Jomark,Sy Myrth
Joodrudda,Orron
Joodrudda,Ban-Satir
Joodrudda,Gaurick
Joodrudda,Makem Te
Jovan,Xochtl
Jovan,Torque
Jovan,Vaal
Jovan,Vallusk Cluster
Jovaria,Harterra
Jovaria,Lemmi
Jovaria,Thrakia
Jovaria,Orelon
Jubilar,Agon
Jubilar,OHS1782-03
Jubilar,Iego
Jubilar,Sriluur
Junction,Thesme
Junction,Sorrus
Junction,Celanon
Junction,Feswe Minor
Junction,Tertiary Feswe
Junkfort Station,Oovo
Junkfort Station,Dagelin Minor
Junkfort Station,Nimat
Junkfort Station,Sriluur
Jurzan,M'haeli
Jurzan,Arrgaw
Jurzan,Pax
Juvex,Doreen
Juvex,Kalgo
Juvex,Kimm Aurek
Juvex,Q'mara
K'ath,Talhovi
K'ath,Thull's Vault
K'ath,Arporatal-Lanin
K'ath,Q'mara
K'taktaxka,Shasfath
K'taktaxka,Poviduze
K'taktaxka,Lequabis
K'taktaxka,Chalcedon
Kaal,Abraxas
Kaal,Dalisor
Kaal,Chibias
Kabal,Dravian Station
Kabal,Xagobah
Kabal,Omwat
Kabray,Algara
Kabray,Falleen
Kabray,Paqwepor Major
Kadavo,Joodrudda
Kadavo,Gaurick
Kadavo,Orron
Kadavo,Makem Te
Kafane,Dirha
Kafane,Vontor
Kafane,Eadu
Kail,Knolstee
Kail,Davirien
Kail,Lur
Kail,Nicht Ka
Kailor,Wukkar
Kailor,Vultar
Kailor,Broest
Kal'Shebbol,Peritor
Kal'Shebbol,Kesh
Kal'Shebbol,Eliad
Kal'Shebbol,Rutan
Kalaan,Rustibar
Kalaan,Gilatter
Kalaan,Ord Varee
Kalaan,Dankayo
Kalarba,Monor
Kalarba,Doldur
Kalarba,New Cov
Kalee,Vexta
Kalee,Guiteica
Kalee,Tovarskl
Kalevala,Zanbar
Kalevala,Mandalore
Kalevala,Ordo
Kalevala,Botajef
Kalgo,Bator Bai
Kalgo,Doreen
Kalgo,Juvex
Kalgo,Q'mara
Kaliida Shoals,Rugosa
Kaliida Shoals,Trigalis
Kaliida Shoals,Ryndellia
Kalinda,Nigel
Kalinda,Sedesia
Kalinda,Alassa Major
Kalishik,Barison
Kalishik,Arda
Kalishik,Feena
Kalist,Zamael
Kalist,Constancia
Kalist,Lialic
Kalist,Rehemsa
Kalki Nebula,New Bakstre
Kalki Nebula,Cassander
Kalki Nebula,Moltok
Kalki Nebula,Draria
Kalkovak,Boonta
Kalkovak,Ingo
Kalkovak,Saleucami
Kalkovak,Sy Myrth
Kalla,Ession
Kalla,Pondut Station
Kalla,Saffalore
Kalla,Makem Te
Kalsunor,Begeren
Kalsunor,Ashas Ree
Kalsunor,Nicht Ka
Kamar,Ocsin
Kamar,Deltooine
Kamar,Fether
Kamar,Makem Te
Kamdon,Sanctuary
Kamdon,Lothal
Kamdon,Atollon
Kamdon,Pammant
Kamino,Hishyim
Kamino,Varristad
Kamino,Rishi
Kamur,Tranthellix
Kamur,Varadan
Kamur,Osmani
Kamur,Q'mara
Kanaver,Desevro
Kanaver,Livien
Kanaver,Amarin
Kanaver,Janodral Mizar
Kaon,Rudrig
Kaon,Raxus
Kaon,Tion
Karazak,Skynara
Karazak,Alzoc
Karazak,Pantora
Karazak,Bahalian
Kardura,Thermon
Kardura,Yhifar
Kardura,Dioll
Kardura,Q'mara
Karfeddion,Voorsbain
Karfeddion,Atron
Karfeddion,Anturus
Karfeddion,Ossel
Karideph,Eliad
Karideph,Adarlon
Karideph,Peritor
Karideph,Denab
Karlinus,Alui
Karlinus,Enarc
Karlinus,Naboo
Karra,Najarka
Karra,Abridon
Karra,Keskin
Karra,Hoth
Karsten's World,Feldwes
Karsten's World,Pygorix
Karsten's World,Spintir
Karvoss,Hemei
Karvoss,Shumogi
Karvoss,Eclipse
Karvoss,Nubia
Kashyyyk,Trandosha
Kashyyyk,Tholatin
Kashyyyk,Torn Station
Kashyyyk,Balamak
Kashyyyk,Uyter
Kashyyyk,Mytaranor
Kashyyyk,Rakhuuun
Kashyyyk,Kwookrrr
Kassido,Ossiathora
Kassido,Manforgon
Kassido,Yhifar
Kassido,Q'mara
Katarr,Alpheridies
Katarr,Venaari
Katarr,Von-Alai
Kath,Medth
Kath,Haruun Kal
Kath,Vondarc
Kath,Chryya
Kattada,Balmorra
Kattada,Uquine
Kattada,Parkis
Kattada,Commenor
Kayri,Taloraan
Kayri,Aruza
Kayri,Poviduze
Kayri,Chalcedon
Kedorzha,Simoom
Kedorzha,Hestria
Kedorzha,Garnib
Kedorzha,Ossel
Keeara Major,Symbia
Keeara Major,Empress Teta
Keeara Major,Kuar
Keeara Major,Ruan
Kegan,Gestrex
Kegan,Delacrix
Kegan,Akrit'tar
Kegan,Eadu
Keitum,Dalron
Keitum,Namadii
Keitum,Rustibar
Keitum,Drearia
Kelada,Devaron
Kelada,Bryexx
Kelada,Enisca
Kelada,Bestine
Kelada,Foless
Keldooine,Runaway Prince
Keldooine,Kwenn
Keldooine,Nar Bo Sholla
Kelrodo-Ai,Dorlo
Kelrodo-Ai,Atravis
Kelrodo-Ai,Shumavar
Kemal Station,Utaruun
Kemal Station,New Ator
Kemal Station,Andooweel
Kerkoidia,Nigel
Kerkoidia,Cerenia
Kerkoidia,Roldalna
Kesh,Eliad
Kesh,Peritor
Kesh,Kal'Shebbol
Keskin,Karra
Keskin,Sump
Keskin,Abridon
Keskin,Hoth
Kesmere,Sinsang
Kesmere,Kesmere Minor
Kesmere,Anx Minor
Kesmere,Corsin
Kesmere Minor,Tertiary Kesmere
Kesmere Minor,Kesmere
Kesmere Minor,Shusugaunt
Kesmere Minor,Corsin
Kessel,The Maw
Kessel,Aeneid
Kessel,Formos
Kessel,Zerm
Ket,Sennex
Ket,Lovola
Ket,Daruvvia
Ket,Andalia
Ketal,Janara
Ketal,Ukatis
Ketal,Pitrolea
Ketal,Calus
Ketaris,Devon
Ketaris,Fedje
Ketaris,Fest
Ketaris,Corsin
Khar Delba,Krayiss
Khar Delba,Rhelg
Khar Delba,Jaguada
Khar Delba,Bosthirda
Khomm,Dulvoyinn
Khomm,Crystan
Khomm,Thomork
Khomm,Belazura
Khubeaie,Mika
Khubeaie,Heffrin
Khubeaie,Vor Deo
Khubeaie,Obana
Kidiet Olgo,Mamendin
Kidiet Olgo,Nara
Kidiet Olgo,Challon
Kidriff,Nessem
Kidriff,Bogden
Kidriff,Jestan
Kiffu,Vanik
Kiffu,Janara
Kiffu,Ghorman
Kile,Handooine
Kile,Anzat
Kile,Sy Myrth
Kimm Aurek,Kimm Besh
Kimm Aurek,Kimm Cresh
Kimm Aurek,Juvex
Kimm Aurek,Q'mara
Kimm Besh,Tinallis
Kimm Besh,Kimm Cresh
Kimm Besh,Kimm Aurek
Kimm Besh,Q'mara
Kimm Cresh,Tinallis
Kimm Cresh,Kimm Aurek
Kimm Cresh,Kimm Besh
Kimm Cresh,Q'mara
Kinooine,Needan
Kinooine,Zonju
Kinooine,Anoth
Kinooine,Rutan
Kinoss,Bogo Rai
Kinoss,Oyokal
Kinoss,Ool
Kinyen,Sarrish
Kinyen,New Balosar
Kinyen,Borkyne
Kinyen,Pendari
Kir,R'alla
Kir,Deltooine
Kir,Rampa
Kir,Makem Te
Kira,Lazerian
Kira,Ropagi
Kira,Arrgaw
Kira,Seltaya Minor
Kira,Ruten
Kira,Pax
Kirdo,Sevarcos
Kirdo,Skustell Cluster
Kirdo,Dravian Station
Kirdo,Denab
Kiribi,Arkania
Kiribi,Kluistar
Kiribi,Doldrums
Kiribi,Ifmix
Kiros,Shili
Kiros,Datar
Kiros,Paqualis III
Kiros,Per Lupelo
Kirtania,Thassia
Kirtania,Praadost
Kirtania,Carosi
Kirtania,Simpla
Kirtarkin,Mijos
Kirtarkin,High Chunah
Kirtarkin,Mexeluine
Kitel Phard,Hjaff
Kitel Phard,Inysh
Kitel Phard,Questal
Kitel Phard,Kelada
Kiva,Alpheridies
Kiva,Msst
Kiva,Venaari
Kiva,Von-Alai
Klasse Ephemora,Colonial Station Chaf
Klasse Ephemora,Copero
Klasse Ephemora,Yashuvhu
Klasse Ephemora,Metellos
Klatooine,Ques
Klatooine,Nimia
Klatooine,Vontor
Kleeva,Nal Hutta & Nar Shaddaa
Kleeva,Du Hutta
Kleeva,Toydaria
Kleeva,Tol Amn
Kli'aar,Mogoshyn
Kli'aar,Betshish
Kli'aar,Marrovia
Kloper,Tibro
Kloper,Korev VII
Kloper,Corroth
Kloper,Kattada
Kluistar,Arkania
Kluistar,Kiribi
Kluistar,Omonoth
Kluistar,Champala
Knolstee,Kail
Knolstee,Davirien
Knolstee,Reltooine
Knolstee,Nicht Ka
Knores,Senex
Knores,Neelanon
Knores,Nars
Knores,Ossel
Koba,Corbett Cluster
Koba,Riflor
Koba,Cheelit
Kobaria,Lansono
Kobaria,Danteel
Kobaria,Chamm
Kobaria,Gandeal
Koda Station,Lipsec
Koda Station,Ryoone
Koda Station,Coveway
Koda Station,Annaj
Kodai,Lola Sayu
Kodai,Vorzyd
Kodai,Spintir
Koensayr,Herzob
Koensayr,Besnia
Koensayr,Aquilae
Koiogra,Ord Pardron
Koiogra,A-Foroon
Koiogra,Piroket
Koiogra,Tieos
Kokash,N'Zoth
Kokash,Pollillus
Kokash,J't'p'tan
Kokash,Metellos
Kol Huro,Lorrd
Kol Huro,Argazda
Kol Huro,Ereesus
Kol Huro,Simpla
Kolanda Station,Near Pando
Kolanda Station,Argovia
Kolanda Station,Lyran
Komnor,Jabiim
Komnor,Taskeed
Komnor,Saleucami
Komnor,Sy Myrth
Kooriva,Heptalia
Kooriva,Affa
Kooriva,Las Lagon
Kooriva,Atzerri
Kor Anjiliac,Kor Jiramma
Kor Anjiliac,Huloon
Kor Anjiliac,Langoona
Kor Anjiliac,Zisia
Kor Besadii,Kor Hestilic
Kor Besadii,Kor Nijiladii
Kor Besadii,Kor Vosadii
Kor Besadii,Nimban
Kor Desilijic,Huloon
Kor Desilijic,Groth
Kor Desilijic,Gos Hutta
Kor Desilijic,Zisia
Kor Gejalli,Kor Jiramma
Kor Gejalli,Saki
Kor Gejalli,Groth
Kor Gejalli,Zisia
Kor Hestilic,Kor Nijiladii
Kor Hestilic,Kor Besadii
Kor Hestilic,Mulatan
Kor Hestilic,Nimban
Kor Hunamma,Pybus
Kor Hunamma,Kor Oktanivii
Kor Hunamma,Kor Usilic
Kor Hunamma,Nar Bo Sholla
Kor Jiramma,Kor Gejalli
Kor Jiramma,Groth
Kor Jiramma,Kor Trinivii
Kor Jiramma,Zisia
Kor Nasirii,Kor Besadii
Kor Nasirii,Kor Vosadii
Kor Nasirii,Kor Nijiladii
Kor Nasirii,Nimban
Kor Nijiladii,Mulatan
Kor Nijiladii,Kor Hestilic
Kor Nijiladii,Kor Besadii
Kor Nijiladii,Zisia
Kor Oktanivii,Kor Usilic
Kor Oktanivii,Kor Hunamma
Kor Oktanivii,Gos Hutta
Kor Oktanivii,Nar Bo Sholla
Kor Trinivii,Kor Gejalli
Kor Trinivii,Groth
Kor Trinivii,Kor Jiramma
Kor Trinivii,Zisia
Kor Usilic,Gos Hutta
Kor Usilic,Kor Oktanivii
Kor Usilic,Kor Utoradii
Kor Usilic,Nar Bo Sholla
Kor Utoradii,Kor Hunamma
Kor Utoradii,Nar Chunna
Kor Utoradii,Kor Usilic
Kor Utoradii,Nar Bo Sholla
Kor Vosadii,Kor Besadii
Kor Vosadii,Kor Nasirii
Kor Vosadii,Kor Hestilic
Kor Vosadii,Nimban
Korbin,Phu
Korbin,Jandur
Korbin,Vaykaaris
Korbin,New Balosar
Korda Six,Paonid
Korda Six,Pengalan
Korda Six,Gravan Seven
Korev VII,Corroth
Korev VII,Kloper
Korev VII,Vorsia
Korev VII,Kattada
Korfo,Alderaan
Korfo,Tepasi
Korfo,Caamas
Korphir,Tenara
Korphir,Arkuda
Korphir,The Cometwash
Korriban,Corbos
Korriban,Nicht Ka
Korriban,Rhelg
Korriban,Stenos
Korriban,Bosthirda
Korriban,Feena
Korriz,Begeren
Korriz,Athiss
Korriz,Ziost
Korriz,Nicht Ka
Korvaii,Anobis
Korvaii,Yout
Korvaii,Ord Mantell
Korvaii,Nessem
Kothlis,Krant
Kothlis,Thoran
Kothlis,Bothawui
Kowak,Excarga
Kowak,Hypori
Kowak,Molavar
Krann,Sika
Krann,Momansi
Krann,Coonee
Krann,Bannistar Station
Krant,Bothawui
Krant,Thoran
Krant,Kothlis
Krayiss,Nfolgai
Krayiss,Jaguada
Krayiss,Khar Delba
Krayiss,Bosthirda
Kril'Dor,Rago
Kril'Dor,Burska
Kril'Dor,Sinton
Kril'Dor,Dankayo
Krinemonen,Buchich
Krinemonen,Hinakuu
Krinemonen,Pinperu
Kriselist,D'rinba
Kriselist,Miztoc
Kriselist,Bomis Koori
Kriselist,Chibias
Kriselist,Kaal
Kroctar,Comkin V
Kroctar,Levian
Kroctar,Telerath
Kromus,Velmor
Kromus,Anteevy
Kromus,Garos
Kromus,Phindar
Krylon,Yavin
Krylon,Feswe Corridor
Krylon,Ladarra
Ktil,Colla IV
Ktil,Dalcretti
Ktil,Tirahnn
Kuar,Symbia
Kuar,Starswarm Cluster
Kuar,Empress Teta
Kuar,Ruan
Kuat,Neimoidia
Kuat,Balmorra
Kuat,Raxxa
Kubindi,Fwillsving
Kubindi,Norval
Kubindi,Gestrex
Kubindi,Drualkiin
Kumru,Javin
Kumru,Aztubek
Kumru,High Chunah
Kuna's Eye,Kuna's Fist
Kuna's Eye,Kuna's Horn
Kuna's Eye,Kuna's Tooth
Kuna's Fist,Kuna's Eye
Kuna's Fist,Kuna's Horn
Kuna's Fist,Kuna's Tooth
Kuna's Horn,Kuna's Fist
Kuna's Horn,Kuna's Eye
Kuna's Horn,Kuna's Tooth
Kuna's Tail,Kuna's Fist
Kuna's Tail,Kuna's Horn
Kuna's Tail,Sanyassa
Kuna's Tooth,Kuna's Horn
Kuna's Tooth,Kuna's Fist
Kuna's Tooth,Kuna's Eye
Kushibah,Mogoshyn
Kushibah,Betshish
Kushibah,Mannova
Kushibah,Marrovia
Kwenn,Keldooine
Kwenn,Runaway Prince
Kwenn,Nar Bo Sholla
Kwevron,Angor
Kwevron,Venestria
Kwevron,Fodro
Kwevron,Draria
Kwookrrr,Rakhuuun
Kwookrrr,Messert
Kwookrrr,Chamble
Kwookrrr,Kashyyyk
Kwookrrr,Sneeve
Laakteen Depot,Fondor
Laakteen Depot,Ophideraan
Laakteen Depot,Cilpar
Laakteen Depot,Bestine
Ladarra,Feswe Corridor
Ladarra,Marrovia
Ladarra,Krylon
Ladarra,Yavin
